Testing Servo and IMU
------------------------------------
Sensor:       BNO055
Driver Ver:   1
Unique ID:    55
Max Value:    0.00 xxx
Min Value:    0.00 xxx
Resolution:   0.01 xxx
------------------------------------


System Status: 0x5
Self Test:     0xF
System Error:  0x0

! Sys:0 G:3 A:0 M:0
Setup complete
BufferlenTest start
Test took 69263 ms

Sending magBuffer [X,Y,Z]:
BufferlenTest start
Test took 69248 ms

Sending magBuffer [X,Y,Z]:
-52.75, 83.75, -37.88
-52.75, 83.75, -37.88
-53.88, 82.69, -37.38
-53.88, 82.69, -37.38
-53.88, 82.69, -37.38
-53.88, 82.69, -37.38
-53.06, 85.69, -37.50
-53.06, 85.69, -37.50
-53.06, 85.69, -37.50
-53.06, 85.69, -37.50
-53.50, 84.19, -37.50
-53.50, 84.19, -37.50
-53.50, 84.19, -37.50
-53.50, 84.19, -37.50
-53.50, 84.19, -37.50
-53.06, 83.50, -37.88
-53.06, 83.50, -37.88
-53.06, 83.50, -37.88
-53.06, 83.50, -37.88
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-52.75, 84.19, -37.00
-52.75, 84.19, -37.00
-52.75, 84.19, -37.00
-52.75, 84.19, -37.00
-52.75, 84.19, -37.00
-53.88, 84.50, -36.69
-53.88, 84.50, -36.69
-53.88, 84.50, -36.69
-53.88, 84.50, -36.69
-54.19, 85.25, -37.06
-54.19, 85.25, -37.06
-54.19, 85.25, -37.06
-54.19, 85.25, -37.06
-53.06, 84.19, -36.25
-53.06, 84.19, -36.25
-53.06, 84.19, -36.25
-53.06, 84.19, -36.25
-53.06, 84.19, -36.25
-53.88, 83.50, -37.88
-53.88, 83.50, -37.88
-53.88, 83.50, -37.88
-53.88, 83.50, -37.88
-53.50, 85.69, -37.38
-53.50, 85.69, -37.38
-53.50, 85.69, -37.38
-53.50, 85.69, -37.38
-53.50, 85.69, -37.38
-53.88, 83.75, -37.00
-53.88, 83.75, -37.00
-53.88, 83.75, -37.00
-53.88, 83.75, -37.00
-53.06, 85.25, -37.06
-53.06, 85.25, -37.06
-53.06, 85.25, -37.06
-53.06, 85.25, -37.06
-53.06, 86.00, -37.88
-53.06, 86.00, -37.88
-53.06, 86.00, -37.88
-53.06, 86.00, -37.88
-53.06, 86.00, -37.88
-53.06, 84.19, -36.69
-53.06, 84.19, -36.69
-53.06, 84.19, -36.69
-53.06, 84.19, -36.69
-52.06, 84.19, -37.88
-52.06, 84.19, -37.88
-52.06, 84.19, -37.88
-52.06, 84.19, -37.88
-52.38, 85.69, -37.88
-52.38, 85.69, -37.88
-52.38, 85.69, -37.88
-52.38, 85.69, -37.88
-52.38, 85.69, -37.88
-52.38, 85.69, -37.00
-52.38, 85.69, -37.00
-52.38, 85.69, -37.00
-52.38, 85.69, -37.00
-52.38, 85.69, -37.00
-52.38, 85.69, -37.00
-52.38, 85.69, -37.00
-52.38, 85.69, -37.00
-52.38, 85.69, -37.00
-52.38, 86.00, -37.38
-52.38, 86.00, -37.38
-52.38, 86.00, -37.38
-52.38, 86.00, -37.38
-53.06, 84.19, -38.69
-53.06, 84.19, -38.69
-53.06, 84.19, -38.69
-53.06, 84.19, -38.69
-53.06, 85.25, -37.38
-53.06, 85.25, -37.38
-53.06, 85.25, -37.38
-53.06, 85.25, -37.38
-53.06, 85.25, -37.38
-53.06, 83.75, -37.00
-53.06, 83.75, -37.00
-53.06, 83.75, -37.00
-53.06, 83.75, -37.00
-53.50, 83.75, -36.69
-53.50, 83.75, -36.69
-53.50, 83.75, -36.69
-53.50, 83.75, -36.69
-52.75, 84.50, -36.25
-52.75, 84.50, -36.25
-52.75, 84.50, -36.25
-52.75, 84.50, -36.25
-52.75, 84.50, -36.25
-52.38, 83.50, -36.69
-52.38, 83.50, -36.69
-52.38, 83.50, -36.69
-52.38, 83.50, -36.69
-52.75, 84.50, -36.25
-52.75, 84.50, -36.25
-52.75, 84.50, -36.25
-52.75, 84.50, -36.25
-52.75, 85.69, -37.88
-52.75, 85.69, -37.88
-52.75, 85.69, -37.88
-52.75, 85.69, -37.88
-52.75, 85.69, -37.88
-53.50, 84.50, -37.00
-53.50, 84.50, -37.00
-53.50, 84.50, -37.00
-53.50, 84.50, -37.00
-53.88, 85.25, -37.00
-53.88, 85.25, -37.00
-53.88, 85.25, -37.00
-53.88, 85.25, -37.00
-53.88, 85.25, -37.00
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-53.50, 86.25, -37.00
-53.50, 86.25, -37.00
-53.50, 86.25, -37.00
-53.50, 86.25, -37.00
-52.75, 84.87, -36.25
-52.75, 84.87, -36.25
-52.75, 84.87, -36.25
-52.75, 84.87, -36.25
-52.75, 84.87, -36.25
-53.88, 83.50, -38.19
-53.88, 83.50, -38.19
-53.88, 83.50, -38.19
-53.88, 83.50, -38.19
-53.06, 84.50, -37.88
-53.06, 84.50, -37.88
-53.06, 84.50, -37.88
-53.06, 84.50, -37.88
-53.06, 83.06, -37.38
-53.06, 83.06, -37.38
-53.06, 83.06, -37.38
-53.06, 83.06, -37.38
-53.06, 83.06, -37.38
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-53.06, 83.75, -36.69
-53.06, 84.19, -37.88
-53.06, 84.19, -37.88
-53.06, 84.19, -37.88
-53.06, 84.19, -37.88
-53.06, 84.19, -37.88
-53.50, 85.25, -38.56
-53.50, 85.25, -38.56
-53.50, 85.25, -38.56
-53.50, 85.25, -38.56
-52.06, 84.19, -36.69
-52.06, 84.19, -36.69
-52.06, 84.19, -36.69
-52.06, 84.19, -36.69
-53.50, 85.25, -36.69
-53.50, 85.25, -36.69
-53.50, 85.25, -36.69
-53.50, 85.25, -36.69
-53.50, 85.25, -36.69
-53.50, 83.75, -36.69
-53.50, 83.75, -36.69
-53.50, 83.75, -36.69
-53.50, 83.75, -36.69
-52.38, 83.50, -37.00
-52.38, 83.50, -37.00
-52.38, 83.50, -37.00
-52.38, 83.50, -37.00
-54.19, 86.00, -36.69
-54.19, 86.00, -36.69
-54.19, 86.00, -36.69
-54.19, 86.00, -36.69
-54.19, 86.00, -36.69
-53.06, 83.75, -37.50
-53.06, 83.75, -37.50
-53.06, 83.75, -37.50
-53.06, 83.75, -37.50
-52.06, 84.19, -37.00
-52.06, 84.19, -37.00
-52.06, 84.19, -37.00
-52.06, 84.19, -37.00
-52.75, 85.25, -38.19
-52.75, 85.25, -38.19
-52.75, 85.25, -38.19
-52.75, 85.25, -38.19
-52.75, 85.25, -38.19
-53.50, 84.19, -37.00
-53.50, 84.19, -37.00
-53.50, 84.19, -37.00
-53.50, 84.19, -37.00
-53.50, 83.75, -36.25
-53.50, 83.75, -36.25
-53.50, 83.75, -36.25
-53.50, 83.75, -36.25
-52.75, 83.75, -36.69
-52.75, 83.75, -36.69
-52.75, 83.75, -36.69
-52.75, 83.75, -36.69
-52.75, 83.75, -36.69
-52.06, 84.87, -37.38
-52.06, 84.87, -37.38
-52.06, 84.87, -37.38
-52.06, 84.87, -37.38
-53.88, 90.69, -36.25
-53.88, 90.69, -36.25
-53.88, 90.69, -36.25
-53.88, 90.69, -36.25
-53.88, 90.69, -36.25
-53.88, 90.37, -37.50
-53.88, 90.37, -37.50
-53.88, 90.37, -37.50
-53.88, 90.37, -37.50
-53.50, 90.37, -37.38
-53.50, 90.37, -37.38
-53.50, 90.37, -37.38
-53.50, 90.37, -37.38
-53.88, 90.00, -37.06
-53.88, 90.00, -37.06
-53.88, 90.00, -37.06
-53.88, 90.00, -37.06
-53.88, 90.00, -37.06
-52.75, 90.00, -37.38
-52.75, 90.00, -37.38
-52.75, 90.00, -37.38
-52.75, 90.00, -37.38
-53.88, 92.87, -37.00
-53.88, 92.87, -37.00
-53.88, 92.87, -37.00
-53.88, 92.87, -37.00
-53.50, 92.87, -37.00
-53.50, 92.87, -37.00
-53.50, 92.87, -37.00
-53.50, 92.87, -37.00
-53.50, 92.87, -37.00
-53.50, 92.87, -39.00
-53.50, 92.87, -39.00
-53.50, 92.87, -39.00
-53.50, 92.87, -39.00
-54.19, 94.00, -37.88
-54.19, 94.00, -37.88
-54.19, 94.00, -37.88
-54.19, 94.00, -37.88
-54.19, 92.56, -37.88
-54.19, 92.56, -37.88
-54.19, 92.56, -37.88
-54.19, 92.56, -37.88
-54.19, 92.56, -37.88
-53.06, 94.75, -36.69
-53.06, 94.75, -36.69
-53.06, 94.75, -36.69
-53.06, 94.75, -36.69
-54.56, 95.75, -37.00
-54.56, 95.75, -37.00
-54.56, 95.75, -37.00
-54.56, 95.75, -37.00
-54.56, 95.75, -37.00
-53.50, 97.25, -37.00
-53.50, 97.25, -37.00
-53.50, 97.25, -37.00
-53.50, 97.25, -37.00
-55.00, 96.19, -37.88
-55.00, 96.19, -37.88
-55.00, 96.19, -37.88
-55.00, 96.19, -37.88
-55.69, 96.19, -36.69
-55.69, 96.19, -36.69
-55.69, 96.19, -36.69
-55.69, 96.19, -36.69
-55.69, 96.19, -36.69
-53.88, 97.00, -37.38
-53.88, 97.00, -37.38
-53.88, 97.00, -37.38
-53.88, 97.00, -37.38
-55.69, 101.25, -37.50
-55.69, 101.25, -37.50
-55.69, 101.25, -37.50
-55.69, 101.25, -37.50
-58.56, 108.69, -38.56
-58.56, 108.69, -38.56
-58.56, 108.69, -38.56
-58.56, 108.69, -38.56
-58.56, 108.69, -38.56
-58.56, 109.25, -37.38
-58.56, 109.25, -37.38
-58.56, 109.25, -37.38
-58.56, 109.25, -37.38
-59.69, 109.69, -37.88
-59.69, 109.69, -37.88
-59.69, 109.69, -37.88
-59.69, 109.69, -37.88
-58.56, 109.00, -39.38
-58.56, 109.00, -39.38
-58.56, 109.00, -39.38
-58.56, 109.00, -39.38
-58.56, 109.00, -39.38
-58.19, 109.00, -38.19
-58.19, 109.00, -38.19
-58.19, 109.00, -38.19
-58.19, 109.00, -38.19
-58.56, 109.00, -38.56
-58.56, 109.00, -38.56
-58.56, 109.00, -38.56
-58.56, 109.00, -38.56
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-58.19, 109.25, -38.56
-58.19, 109.25, -38.56
-58.19, 109.25, -38.56
-58.19, 109.25, -38.56
-58.56, 110.06, -39.00
-58.56, 110.06, -39.00
-58.56, 110.06, -39.00
-58.56, 110.06, -39.00
-57.88, 109.00, -39.38
-57.88, 109.00, -39.38
-57.88, 109.00, -39.38
-57.88, 109.00, -39.38
-57.88, 109.00, -39.38
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-57.88, 109.69, -39.00
-57.88, 109.69, -39.00
-57.88, 109.69, -39.00
-57.88, 109.69, -39.00
-57.88, 109.69, -39.00
-57.88, 109.25, -37.38
-57.88, 109.25, -37.38
-57.88, 109.25, -37.38
-57.88, 109.25, -37.38
-58.56, 110.06, -37.38
-58.56, 110.06, -37.38
-58.56, 110.06, -37.38
-58.56, 110.06, -37.38
-60.06, 110.06, -38.19
-60.06, 110.06, -38.19
-60.06, 110.06, -38.19
-60.06, 110.06, -38.19
-60.06, 110.06, -38.19
-59.69, 109.25, -38.19
-59.69, 109.25, -38.19
-59.69, 109.25, -38.19
-59.69, 109.25, -38.19
-59.00, 109.69, -37.00
-59.00, 109.69, -37.00
-59.00, 109.69, -37.00
-59.00, 109.69, -37.00
-59.38, 109.69, -37.88
-59.38, 109.69, -37.88
-59.38, 109.69, -37.88
-59.38, 109.69, -37.88
-59.38, 109.69, -37.88
-59.69, 109.25, -37.38
-59.69, 109.25, -37.38
-59.69, 109.25, -37.38
-59.69, 109.25, -37.38
-57.19, 108.69, -37.88
-57.19, 108.69, -37.88
-57.19, 108.69, -37.88
-57.19, 108.69, -37.88
-57.50, 109.25, -37.00
-57.50, 109.25, -37.00
-57.50, 109.25, -37.00
-57.50, 109.25, -37.00
-57.50, 109.25, -37.00
-59.00, 109.25, -37.88
-59.00, 109.25, -37.88
-59.00, 109.25, -37.88
-59.00, 109.25, -37.88
-58.56, 109.00, -37.00
-58.56, 109.00, -37.00
-58.56, 109.00, -37.00
-58.56, 109.00, -37.00
-57.88, 107.87, -39.00
-57.88, 107.87, -39.00
-57.88, 107.87, -39.00
-57.88, 107.87, -39.00
-57.88, 107.87, -39.00
-59.00, 110.06, -37.88
-59.00, 110.06, -37.88
-59.00, 110.06, -37.88
-59.00, 110.06, -37.88
-58.56, 109.69, -39.38
-58.56, 109.69, -39.38
-58.56, 109.69, -39.38
-58.56, 109.69, -39.38
-59.00, 109.25, -37.38
-59.00, 109.25, -37.38
-59.00, 109.25, -37.38
-59.00, 109.25, -37.38
-59.00, 109.25, -37.38
-57.88, 110.06, -37.38
-57.88, 110.06, -37.38
-57.88, 110.06, -37.38
-57.88, 110.06, -37.38
-59.00, 109.69, -38.19
-59.00, 109.69, -38.19
-59.00, 109.69, -38.19
-59.00, 109.69, -38.19
-59.00, 109.69, -38.19
-58.19, 109.00, -39.75
-58.19, 109.00, -39.75
-58.19, 109.00, -39.75
-58.19, 109.00, -39.75
-59.00, 109.25, -37.00
-59.00, 109.25, -37.00
-59.00, 109.25, -37.00
-59.00, 109.25, -37.00
-59.38, 109.69, -38.19
-59.38, 109.69, -38.19
-59.38, 109.69, -38.19
-59.38, 109.69, -38.19
-59.38, 109.69, -38.19
-58.56, 109.25, -38.19
-58.56, 109.25, -38.19
-58.56, 109.25, -38.19
-58.56, 109.25, -38.19
-57.19, 107.87, -37.00
-57.19, 107.87, -37.00
-57.19, 107.87, -37.00
-57.19, 107.87, -37.00
-58.56, 109.25, -38.56
-58.56, 109.25, -38.56
-58.56, 109.25, -38.56
-58.56, 109.25, -38.56
-58.56, 109.25, -38.56
-58.56, 109.25, -38.56
-58.56, 109.25, -38.56
-58.56, 109.25, -38.56
-58.56, 109.25, -38.56
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-59.38, 109.00, -38.19
-59.38, 109.00, -38.19
-59.38, 109.00, -38.19
-59.38, 109.00, -38.19
-57.88, 109.69, -38.19
-57.88, 109.69, -38.19
-57.88, 109.69, -38.19
-57.88, 109.69, -38.19
-58.19, 109.00, -37.38
-58.19, 109.00, -37.38
-58.19, 109.00, -37.38
-58.19, 109.00, -37.38
-58.19, 109.00, -37.38
-57.88, 109.00, -37.00
-57.88, 109.00, -37.00
-57.88, 109.00, -37.00
-57.88, 109.00, -37.00
-57.88, 109.69, -39.38
-57.88, 109.69, -39.38
-57.88, 109.69, -39.38
-57.88, 109.69, -39.38
-59.69, 109.00, -37.88
-59.69, 109.00, -37.88
-59.69, 109.00, -37.88
-59.69, 109.00, -37.88
-59.69, 109.00, -37.88
-58.56, 110.06, -36.69
-58.56, 110.06, -36.69
-58.56, 110.06, -36.69
-58.56, 110.06, -36.69
-58.19, 109.25, -37.88
-58.19, 109.25, -37.88
-58.19, 109.25, -37.88
-58.19, 109.25, -37.88
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-57.50, 110.06, -37.00
-57.50, 110.06, -37.00
-57.50, 110.06, -37.00
-57.50, 110.06, -37.00
-58.56, 109.69, -38.19
-58.56, 109.69, -38.19
-58.56, 109.69, -38.19
-58.56, 109.69, -38.19
-58.56, 109.69, -38.19
-57.50, 108.69, -38.19
-57.50, 108.69, -38.19
-57.50, 108.69, -38.19
-57.50, 108.69, -38.19
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-59.38, 110.06, -37.50
-59.38, 110.06, -37.50
-59.38, 110.06, -37.50
-59.38, 110.06, -37.50
-58.56, 109.00, -38.56
-58.56, 109.00, -38.56
-58.56, 109.00, -38.56
-58.56, 109.00, -38.56
-58.19, 107.19, -37.38
-58.19, 107.19, -37.38
-58.19, 107.19, -37.38
-58.19, 107.19, -37.38
-58.19, 107.19, -37.38
-57.50, 109.69, -37.88
-57.50, 109.69, -37.88
-57.50, 109.69, -37.88
-57.50, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-57.88, 109.69, -37.88
-57.88, 109.69, -37.88
-57.88, 109.69, -37.88
-57.88, 109.69, -37.88
-57.88, 109.69, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -38.19
-59.00, 109.69, -38.19
-59.00, 109.69, -38.19
-59.00, 109.69, -38.19
-59.69, 109.69, -37.88
-59.69, 109.69, -37.88
-59.69, 109.69, -37.88
-59.69, 109.69, -37.88
-57.88, 109.69, -38.56
-57.88, 109.69, -38.56
-57.88, 109.69, -38.56
-57.88, 109.69, -38.56
-57.88, 109.69, -38.56
-60.06, 109.00, -38.19
-60.06, 109.00, -38.19
-60.06, 109.00, -38.19
-60.06, 109.00, -38.19
-58.56, 110.06, -37.38
-58.56, 110.06, -37.38
-58.56, 110.06, -37.38
-58.56, 110.06, -37.38
-59.00, 109.25, -39.00
-59.00, 109.25, -39.00
-59.00, 109.25, -39.00
-59.00, 109.25, -39.00
-59.00, 109.25, -39.00
-56.75, 109.00, -38.19
-56.75, 109.00, -38.19
-56.75, 109.00, -38.19
-56.75, 109.00, -38.19
-58.56, 110.50, -37.88
-58.56, 110.50, -37.88
-58.56, 110.50, -37.88
-58.56, 110.50, -37.88
-58.56, 110.50, -37.88
-58.19, 109.69, -38.69
-58.19, 109.69, -38.69
-58.19, 109.69, -38.69
-58.19, 109.69, -38.69
-58.56, 109.25, -37.88
-58.56, 109.25, -37.88
-58.56, 109.25, -37.88
-58.56, 109.25, -37.88
-59.38, 110.06, -37.00
-59.38, 110.06, -37.00
-59.38, 110.06, -37.00
-59.38, 110.06, -37.00
-59.38, 110.06, -37.00
-58.19, 109.69, -37.00
-58.19, 109.69, -37.00
-58.19, 109.69, -37.00
-58.19, 109.69, -37.00
-59.38, 110.06, -39.00
-59.38, 110.06, -39.00
-59.38, 110.06, -39.00
-59.38, 110.06, -39.00
-59.38, 109.69, -37.38
-59.38, 109.69, -37.38
-59.38, 109.69, -37.38
-59.38, 109.69, -37.38
-59.38, 109.69, -37.38
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
-58.19, 110.06, -39.00
-58.19, 110.06, -39.00
-58.19, 110.06, -39.00
-58.19, 110.06, -39.00
-59.69, 109.25, -38.69
-59.69, 109.25, -38.69
-59.69, 109.25, -38.69
-59.69, 109.25, -38.69
-59.69, 109.25, -38.69
-58.19, 109.25, -38.56
-58.19, 109.25, -38.56
-58.19, 109.25, -38.56
-58.19, 109.25, -38.56
-59.00, 110.06, -37.38
-59.00, 110.06, -37.38
-59.00, 110.06, -37.38
-59.00, 110.06, -37.38
-57.88, 109.00, -37.88
-57.88, 109.00, -37.88
-57.88, 109.00, -37.88
-57.88, 109.00, -37.88
-57.88, 109.00, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-58.56, 108.69, -37.00
-58.56, 108.69, -37.00
-58.56, 108.69, -37.00
-58.56, 108.69, -37.00
-58.56, 109.25, -36.69
-58.56, 109.25, -36.69
-58.56, 109.25, -36.69
-58.56, 109.25, -36.69
-58.56, 109.25, -36.69
-60.06, 110.06, -37.88
-60.06, 110.06, -37.88
-60.06, 110.06, -37.88
-60.06, 110.06, -37.88
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-57.88, 109.69, -37.38
-59.00, 107.87, -38.56
-59.00, 107.87, -38.56
-59.00, 107.87, -38.56
-59.00, 107.87, -38.56
-59.00, 107.87, -38.56
-58.56, 109.25, -38.19
-58.56, 109.25, -38.19
-58.56, 109.25, -38.19
-58.56, 109.25, -38.19
-59.00, 109.69, -36.69
-59.00, 109.69, -36.69
-59.00, 109.69, -36.69
-59.00, 109.69, -36.69
-59.00, 109.69, -36.69
-58.19, 110.06, -37.88
-58.19, 110.06, -37.88
-58.19, 110.06, -37.88
-58.19, 110.06, -37.88
-58.56, 109.69, -37.88
-58.56, 109.69, -37.88
-58.56, 109.69, -37.88
-58.56, 109.69, -37.88
-59.69, 109.25, -37.88
-59.69, 109.25, -37.88
-59.69, 109.25, -37.88
-59.69, 109.25, -37.88
-59.69, 109.25, -37.88
-59.00, 107.50, -37.38
-59.00, 107.50, -37.38
-59.00, 107.50, -37.38
-59.00, 107.50, -37.38
-58.56, 107.87, -38.19
-58.56, 107.87, -38.19
-58.56, 107.87, -38.19
-58.56, 107.87, -38.19
-58.56, 109.00, -38.19
-58.56, 109.00, -38.19
-58.56, 109.00, -38.19
-58.56, 109.00, -38.19
-58.56, 109.00, -38.19
-59.00, 109.00, -37.88
-59.00, 109.00, -37.88
-59.00, 109.00, -37.88
-59.00, 109.00, -37.88
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.25, -38.19
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-59.00, 109.69, -37.88
-58.19, 109.69, -37.88
-58.19, 109.69, -37.88
-58.19, 109.69, -37.88
-58.19, 109.69, -37.88
-59.00, 110.06, -37.00
-59.00, 110.06, -37.00
-59.00, 110.06, -37.00
-59.00, 110.06, -37.00
-58.19, 109.69, -38.56
-58.19, 109.69, -38.56
-58.19, 109.69, -38.56
-58.19, 109.69, -38.56
-58.19, 109.69, -38.56
-58.56, 109.25, -39.00
-58.56, 109.25, -39.00
-58.56, 109.25, -39.00
-58.56, 109.25, -39.00
-58.56, 109.25, -37.88
-58.56, 109.25, -37.88
-58.56, 109.25, -37.88
-58.56, 109.25, -37.88
-58.56, 109.25, -37.00
-58.56, 109.25, -37.00
-58.56, 109.25, -37.00
-58.56, 109.25, -37.00
-58.56, 109.25, -37.00
-58.56, 109.25, -37.38
-58.56, 109.25, -37.38
-58.56, 109.25, -37.38
-58.56, 109.25, -37.38
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-58.19, 109.69, -37.88
-58.19, 109.69, -37.88
-58.19, 109.69, -37.88
-58.19, 109.69, -37.88
-58.19, 109.69, -37.38
-58.19, 109.69, -37.38
-58.19, 109.69, -37.38
-58.19, 109.69, -37.38
-58.56, 110.06, -37.88
-58.56, 110.06, -37.88
-58.56, 110.06, -37.88
-58.56, 110.06, -37.88
-58.56, 110.06, -37.88
-58.19, 110.06, -39.00
-58.19, 110.06, -39.00
-58.19, 110.06, -39.00
-58.19, 110.06, -39.00
-58.56, 109.69, -38.56
-58.56, 109.69, -38.56
-58.56, 109.69, -38.56
-58.56, 109.69, -38.56
-59.38, 111.19, -38.19
-59.38, 111.19, -38.19
-59.38, 111.19, -38.19
-59.38, 111.19, -38.19
-59.38, 111.19, -38.19
-57.50, 109.25, -37.50
-57.50, 109.25, -37.50
-57.50, 109.25, -37.50
-57.50, 109.25, -37.50
-58.19, 109.69, -37.38
-58.19, 109.69, -37.38
-58.19, 109.69, -37.38
-58.19, 109.69, -37.38
-58.56, 109.69, -39.00
-58.56, 109.69, -39.00
-58.56, 109.69, -39.00
-58.56, 109.69, -39.00
-58.56, 109.69, -39.00
-57.50, 109.00, -37.38
-57.50, 109.00, -37.38
-57.50, 109.00, -37.38
-57.50, 109.00, -37.38
-58.56, 109.69, -37.88
-58.56, 109.69, -37.88
-58.56, 109.69, -37.88
-58.56, 109.69, -37.88
-59.38, 109.69, -38.19
-59.38, 109.69, -38.19
-59.38, 109.69, -38.19
-59.38, 109.69, -38.19
-59.38, 109.69, -38.19
-58.19, 109.25, -37.88
-58.19, 109.25, -37.88
-58.19, 109.25, -37.88
-58.19, 109.25, -37.88
-59.38, 109.25, -37.38
-59.38, 109.25, -37.38
-59.38, 109.25, -37.38
-59.38, 109.25, -37.38
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
-59.00, 107.87, -37.88
-59.00, 107.87, -37.88
-59.00, 107.87, -37.88
-59.00, 107.87, -37.88
-59.00, 108.69, -37.38
-59.00, 108.69, -37.38
-59.00, 108.69, -37.38
-59.00, 108.69, -37.38
-59.38, 109.69, -37.38
-59.38, 109.69, -37.38
-59.38, 109.69, -37.38
-59.38, 109.69, -37.38
-59.38, 109.69, -37.38
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-57.88, 109.69, -38.19
-57.88, 109.69, -38.19
-57.88, 109.69, -38.19
-57.88, 109.69, -38.19
-57.88, 109.69, -38.19
-59.38, 109.00, -37.00
-59.38, 109.00, -37.00
-59.38, 109.00, -37.00
-59.38, 109.00, -37.00
-57.88, 109.25, -37.88
-57.88, 109.25, -37.88
-57.88, 109.25, -37.88
-57.88, 109.25, -37.88
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.25, -37.88
-59.00, 109.25, -37.88
-59.00, 109.25, -37.88
-59.00, 109.25, -37.88
-59.38, 109.25, -37.00
-59.38, 109.25, -37.00
-59.38, 109.25, -37.00
-59.38, 109.25, -37.00
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-58.19, 109.00, -37.88
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-59.38, 109.00, -37.38
-57.88, 110.06, -37.50
-57.88, 110.06, -37.50
-57.88, 110.06, -37.50
-57.88, 110.06, -37.50
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-59.00, 109.69, -37.38
-58.19, 107.50, -38.19
-58.19, 107.50, -38.19
-58.19, 107.50, -38.19
-58.19, 107.50, -38.19
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-58.56, 109.69, -37.00
-59.69, 109.00, -37.38
-59.69, 109.00, -37.38
-59.69, 109.00, -37.38
-59.69, 109.00, -37.38
-59.69, 109.00, -37.38
-59.69, 109.69, -36.69
-59.69, 109.69, -36.69
-59.69, 109.69, -36.69
-59.69, 109.69, -36.69
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-58.56, 110.06, -38.19
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
-58.19, 109.69, -38.19
